DateID,Date,Year,Month,MonthName,Quarter,Day,Weekday,IsWeekend
20230606,2023-06-06,2023,6,June,Q2,6,Tuesday,False
20230607,2023-06-07,2023,6,June,Q2,7,Wednesday,False
20230608,2023-06-08,2023,6,June,Q2,8,Thursday,False
20230609,2023-06-09,2023,6,June,Q2,9,Friday,False
20230610,2023-06-10,2023,6,June,Q2,10,Saturday,True
20230611,2023-06-11,2023,6,June,Q2,11,Sunday,True
20230612,2023-06-12,2023,6,June,Q2,12,Monday,False
20230613,2023-06-13,2023,6,June,Q2,13,Tuesday,False
20230614,2023-06-14,2023,6,June,Q2,14,Wednesday,False
20230615,2023-06-15,2023,6,June,Q2,15,Thursday,False
20230616,2023-06-16,2023,6,June,Q2,16,Friday,False
20230617,2023-06-17,2023,6,June,Q2,17,Saturday,True
20230618,2023-06-18,2023,6,June,Q2,18,Sunday,True
20230619,2023-06-19,2023,6,June,Q2,19,Monday,False
20230620,2023-06-20,2023,6,June,Q2,20,Tuesday,False
20230621,2023-06-21,2023,6,June,Q2,21,Wednesday,False
20230622,2023-06-22,2023,6,June,Q2,22,Thursday,False
20230623,2023-06-23,2023,6,June,Q2,23,Friday,False
20230624,2023-06-24,2023,6,June,Q2,24,Saturday,True
20230625,2023-06-25,2023,6,June,Q2,25,Sunday,True
20230626,2023-06-26,2023,6,June,Q2,26,Monday,False
20230627,2023-06-27,2023,6,June,Q2,27,Tuesday,False
20230628,2023-06-28,2023,6,June,Q2,28,Wednesday,False
20230629,2023-06-29,2023,6,June,Q2,29,Thursday,False
20230630,2023-06-30,2023,6,June,Q2,30,Friday,False
20230701,2023-07-01,2023,7,July,Q3,1,Saturday,True
20230702,2023-07-02,2023,7,July,Q3,2,Sunday,True
20230703,2023-07-03,2023,7,July,Q3,3,Monday,False
20230704,2023-07-04,2023,7,July,Q3,4,Tuesday,False
20230705,2023-07-05,2023,7,July,Q3,5,Wednesday,False
20230706,2023-07-06,2023,7,July,Q3,6,Thursday,False
20230707,2023-07-07,2023,7,July,Q3,7,Friday,False
20230708,2023-07-08,2023,7,July,Q3,8,Saturday,True
20230709,2023-07-09,2023,7,July,Q3,9,Sunday,True
20230710,2023-07-10,2023,7,July,Q3,10,Monday,False
20230711,2023-07-11,2023,7,July,Q3,11,Tuesday,False
20230712,2023-07-12,2023,7,July,Q3,12,Wednesday,False
20230713,2023-07-13,2023,7,July,Q3,13,Thursday,False
20230714,2023-07-14,2023,7,July,Q3,14,Friday,False
20230715,2023-07-15,2023,7,July,Q3,15,Saturday,True
20230716,2023-07-16,2023,7,July,Q3,16,Sunday,True
20230717,2023-07-17,2023,7,July,Q3,17,Monday,False
20230718,2023-07-18,2023,7,July,Q3,18,Tuesday,False
20230719,2023-07-19,2023,7,July,Q3,19,Wednesday,False
20230720,2023-07-20,2023,7,July,Q3,20,Thursday,False
20230721,2023-07-21,2023,7,July,Q3,21,Friday,False
20230722,2023-07-22,2023,7,July,Q3,22,Saturday,True
20230723,2023-07-23,2023,7,July,Q3,23,Sunday,True
20230724,2023-07-24,2023,7,July,Q3,24,Monday,False
20230725,2023-07-25,2023,7,July,Q3,25,Tuesday,False
20230726,2023-07-26,2023,7,July,Q3,26,Wednesday,False
20230727,2023-07-27,2023,7,July,Q3,27,Thursday,False
20230728,2023-07-28,2023,7,July,Q3,28,Friday,False
20230729,2023-07-29,2023,7,July,Q3,29,Saturday,True
20230730,2023-07-30,2023,7,July,Q3,30,Sunday,True
20230731,2023-07-31,2023,7,July,Q3,31,Monday,False
20230801,2023-08-01,2023,8,August,Q3,1,Tuesday,False
20230802,2023-08-02,2023,8,August,Q3,2,Wednesday,False
20230803,2023-08-03,2023,8,August,Q3,3,Thursday,False
20230804,2023-08-04,2023,8,August,Q3,4,Friday,False
20230805,2023-08-05,2023,8,August,Q3,5,Saturday,True
20230806,2023-08-06,2023,8,August,Q3,6,Sunday,True
20230807,2023-08-07,2023,8,August,Q3,7,Monday,False
20230808,2023-08-08,2023,8,August,Q3,8,Tuesday,False
20230809,2023-08-09,2023,8,August,Q3,9,Wednesday,False
20230810,2023-08-10,2023,8,August,Q3,10,Thursday,False
20230811,2023-08-11,2023,8,August,Q3,11,Friday,False
20230812,2023-08-12,2023,8,August,Q3,12,Saturday,True
20230813,2023-08-13,2023,8,August,Q3,13,Sunday,True
20230814,2023-08-14,2023,8,August,Q3,14,Monday,False
20230815,2023-08-15,2023,8,August,Q3,15,Tuesday,False
20230816,2023-08-16,2023,8,August,Q3,16,Wednesday,False
20230817,2023-08-17,2023,8,August,Q3,17,Thursday,False
20230818,2023-08-18,2023,8,August,Q3,18,Friday,False
20230819,2023-08-19,2023,8,August,Q3,19,Saturday,True
20230820,2023-08-20,2023,8,August,Q3,20,Sunday,True
20230821,2023-08-21,2023,8,August,Q3,21,Monday,False
20230822,2023-08-22,2023,8,August,Q3,22,Tuesday,False
20230823,2023-08-23,2023,8,August,Q3,23,Wednesday,False
20230824,2023-08-24,2023,8,August,Q3,24,Thursday,False
20230825,2023-08-25,2023,8,August,Q3,25,Friday,False
20230826,2023-08-26,2023,8,August,Q3,26,Saturday,True
20230827,2023-08-27,2023,8,August,Q3,27,Sunday,True
20230828,2023-08-28,2023,8,August,Q3,28,Monday,False
20230829,2023-08-29,2023,8,August,Q3,29,Tuesday,False
20230830,2023-08-30,2023,8,August,Q3,30,Wednesday,False
20230831,2023-08-31,2023,8,August,Q3,31,Thursday,False
20230901,2023-09-01,2023,9,September,Q3,1,Friday,False
20230902,2023-09-02,2023,9,September,Q3,2,Saturday,True
20230903,2023-09-03,2023,9,September,Q3,3,Sunday,True
20230904,2023-09-04,2023,9,September,Q3,4,Monday,False
20230905,2023-09-05,2023,9,September,Q3,5,Tuesday,False
20230906,2023-09-06,2023,9,September,Q3,6,Wednesday,False
20230907,2023-09-07,2023,9,September,Q3,7,Thursday,False
20230908,2023-09-08,2023,9,September,Q3,8,Friday,False
20230909,2023-09-09,2023,9,September,Q3,9,Saturday,True
20230910,2023-09-10,2023,9,September,Q3,10,Sunday,True
20230911,2023-09-11,2023,9,September,Q3,11,Monday,False
20230912,2023-09-12,2023,9,September,Q3,12,Tuesday,False
20230913,2023-09-13,2023,9,September,Q3,13,Wednesday,False
20230914,2023-09-14,2023,9,September,Q3,14,Thursday,False
20230915,2023-09-15,2023,9,September,Q3,15,Friday,False
20230916,2023-09-16,2023,9,September,Q3,16,Saturday,True
20230917,2023-09-17,2023,9,September,Q3,17,Sunday,True
20230918,2023-09-18,2023,9,September,Q3,18,Monday,False
20230919,2023-09-19,2023,9,September,Q3,19,Tuesday,False
20230920,2023-09-20,2023,9,September,Q3,20,Wednesday,False
20230921,2023-09-21,2023,9,September,Q3,21,Thursday,False
20230922,2023-09-22,2023,9,September,Q3,22,Friday,False
20230923,2023-09-23,2023,9,September,Q3,23,Saturday,True
20230924,2023-09-24,2023,9,September,Q3,24,Sunday,True
20230925,2023-09-25,2023,9,September,Q3,25,Monday,False
20230926,2023-09-26,2023,9,September,Q3,26,Tuesday,False
20230927,2023-09-27,2023,9,September,Q3,27,Wednesday,False
20230928,2023-09-28,2023,9,September,Q3,28,Thursday,False
20230929,2023-09-29,2023,9,September,Q3,29,Friday,False
20230930,2023-09-30,2023,9,September,Q3,30,Saturday,True
20231001,2023-10-01,2023,10,October,Q4,1,Sunday,True
20231002,2023-10-02,2023,10,October,Q4,2,Monday,False
20231003,2023-10-03,2023,10,October,Q4,3,Tuesday,False
20231004,2023-10-04,2023,10,October,Q4,4,Wednesday,False
20231005,2023-10-05,2023,10,October,Q4,5,Thursday,False
20231006,2023-10-06,2023,10,October,Q4,6,Friday,False
20231007,2023-10-07,2023,10,October,Q4,7,Saturday,True
20231008,2023-10-08,2023,10,October,Q4,8,Sunday,True
20231009,2023-10-09,2023,10,October,Q4,9,Monday,False
20231010,2023-10-10,2023,10,October,Q4,10,Tuesday,False
20231011,2023-10-11,2023,10,October,Q4,11,Wednesday,False
20231012,2023-10-12,2023,10,October,Q4,12,Thursday,False
20231013,2023-10-13,2023,10,October,Q4,13,Friday,False
20231014,2023-10-14,2023,10,October,Q4,14,Saturday,True
20231015,2023-10-15,2023,10,October,Q4,15,Sunday,True
20231016,2023-10-16,2023,10,October,Q4,16,Monday,False
20231017,2023-10-17,2023,10,October,Q4,17,Tuesday,False
20231018,2023-10-18,2023,10,October,Q4,18,Wednesday,False
20231019,2023-10-19,2023,10,October,Q4,19,Thursday,False
20231020,2023-10-20,2023,10,October,Q4,20,Friday,False
20231021,2023-10-21,2023,10,October,Q4,21,Saturday,True
20231022,2023-10-22,2023,10,October,Q4,22,Sunday,True
20231023,2023-10-23,2023,10,October,Q4,23,Monday,False
20231024,2023-10-24,2023,10,October,Q4,24,Tuesday,False
20231025,2023-10-25,2023,10,October,Q4,25,Wednesday,False
20231026,2023-10-26,2023,10,October,Q4,26,Thursday,False
20231027,2023-10-27,2023,10,October,Q4,27,Friday,False
20231028,2023-10-28,2023,10,October,Q4,28,Saturday,True
20231029,2023-10-29,2023,10,October,Q4,29,Sunday,True
20231030,2023-10-30,2023,10,October,Q4,30,Monday,False
20231031,2023-10-31,2023,10,October,Q4,31,Tuesday,False
20231101,2023-11-01,2023,11,November,Q4,1,Wednesday,False
20231102,2023-11-02,2023,11,November,Q4,2,Thursday,False
20231103,2023-11-03,2023,11,November,Q4,3,Friday,False
20231104,2023-11-04,2023,11,November,Q4,4,Saturday,True
20231105,2023-11-05,2023,11,November,Q4,5,Sunday,True
20231106,2023-11-06,2023,11,November,Q4,6,Monday,False
20231107,2023-11-07,2023,11,November,Q4,7,Tuesday,False
20231108,2023-11-08,2023,11,November,Q4,8,Wednesday,False
20231109,2023-11-09,2023,11,November,Q4,9,Thursday,False
20231110,2023-11-10,2023,11,November,Q4,10,Friday,False
20231111,2023-11-11,2023,11,November,Q4,11,Saturday,True
20231112,2023-11-12,2023,11,November,Q4,12,Sunday,True
20231113,2023-11-13,2023,11,November,Q4,13,Monday,False
20231114,2023-11-14,2023,11,November,Q4,14,Tuesday,False
20231115,2023-11-15,2023,11,November,Q4,15,Wednesday,False
20231116,2023-11-16,2023,11,November,Q4,16,Thursday,False
20231117,2023-11-17,2023,11,November,Q4,17,Friday,False
20231118,2023-11-18,2023,11,November,Q4,18,Saturday,True
20231119,2023-11-19,2023,11,November,Q4,19,Sunday,True
20231120,2023-11-20,2023,11,November,Q4,20,Monday,False
20231121,2023-11-21,2023,11,November,Q4,21,Tuesday,False
20231122,2023-11-22,2023,11,November,Q4,22,Wednesday,False
20231123,2023-11-23,2023,11,November,Q4,23,Thursday,False
20231124,2023-11-24,2023,11,November,Q4,24,Friday,False
20231125,2023-11-25,2023,11,November,Q4,25,Saturday,True
20231126,2023-11-26,2023,11,November,Q4,26,Sunday,True
20231127,2023-11-27,2023,11,November,Q4,27,Monday,False
20231128,2023-11-28,2023,11,November,Q4,28,Tuesday,False
20231129,2023-11-29,2023,11,November,Q4,29,Wednesday,False
20231130,2023-11-30,2023,11,November,Q4,30,Thursday,False
20231201,2023-12-01,2023,12,December,Q4,1,Friday,False
20231202,2023-12-02,2023,12,December,Q4,2,Saturday,True
20231203,2023-12-03,2023,12,December,Q4,3,Sunday,True
20231204,2023-12-04,2023,12,December,Q4,4,Monday,False
20231205,2023-12-05,2023,12,December,Q4,5,Tuesday,False
20231206,2023-12-06,2023,12,December,Q4,6,Wednesday,False
20231207,2023-12-07,2023,12,December,Q4,7,Thursday,False
20231208,2023-12-08,2023,12,December,Q4,8,Friday,False
20231209,2023-12-09,2023,12,December,Q4,9,Saturday,True
20231210,2023-12-10,2023,12,December,Q4,10,Sunday,True
20231211,2023-12-11,2023,12,December,Q4,11,Monday,False
20231212,2023-12-12,2023,12,December,Q4,12,Tuesday,False
20231213,2023-12-13,2023,12,December,Q4,13,Wednesday,False
20231214,2023-12-14,2023,12,December,Q4,14,Thursday,False
20231215,2023-12-15,2023,12,December,Q4,15,Friday,False
20231216,2023-12-16,2023,12,December,Q4,16,Saturday,True
20231217,2023-12-17,2023,12,December,Q4,17,Sunday,True
20231218,2023-12-18,2023,12,December,Q4,18,Monday,False
20231219,2023-12-19,2023,12,December,Q4,19,Tuesday,False
20231220,2023-12-20,2023,12,December,Q4,20,Wednesday,False
20231221,2023-12-21,2023,12,December,Q4,21,Thursday,False
20231222,2023-12-22,2023,12,December,Q4,22,Friday,False
20231223,2023-12-23,2023,12,December,Q4,23,Saturday,True
20231224,2023-12-24,2023,12,December,Q4,24,Sunday,True
20231225,2023-12-25,2023,12,December,Q4,25,Monday,False
20231226,2023-12-26,2023,12,December,Q4,26,Tuesday,False
20231227,2023-12-27,2023,12,December,Q4,27,Wednesday,False
20231228,2023-12-28,2023,12,December,Q4,28,Thursday,False
20231229,2023-12-29,2023,12,December,Q4,29,Friday,False
20231230,2023-12-30,2023,12,December,Q4,30,Saturday,True
20231231,2023-12-31,2023,12,December,Q4,31,Sunday,True
20240101,2024-01-01,2024,1,January,Q1,1,Monday,False
20240102,2024-01-02,2024,1,January,Q1,2,Tuesday,False
20240103,2024-01-03,2024,1,January,Q1,3,Wednesday,False
20240104,2024-01-04,2024,1,January,Q1,4,Thursday,False
20240105,2024-01-05,2024,1,January,Q1,5,Friday,False
20240106,2024-01-06,2024,1,January,Q1,6,Saturday,True
20240107,2024-01-07,2024,1,January,Q1,7,Sunday,True
20240108,2024-01-08,2024,1,January,Q1,8,Monday,False
20240109,2024-01-09,2024,1,January,Q1,9,Tuesday,False
20240110,2024-01-10,2024,1,January,Q1,10,Wednesday,False
20240111,2024-01-11,2024,1,January,Q1,11,Thursday,False
20240112,2024-01-12,2024,1,January,Q1,12,Friday,False
20240113,2024-01-13,2024,1,January,Q1,13,Saturday,True
20240114,2024-01-14,2024,1,January,Q1,14,Sunday,True
20240115,2024-01-15,2024,1,January,Q1,15,Monday,False
20240116,2024-01-16,2024,1,January,Q1,16,Tuesday,False
20240117,2024-01-17,2024,1,January,Q1,17,Wednesday,False
20240118,2024-01-18,2024,1,January,Q1,18,Thursday,False
20240119,2024-01-19,2024,1,January,Q1,19,Friday,False
20240120,2024-01-20,2024,1,January,Q1,20,Saturday,True
20240121,2024-01-21,2024,1,January,Q1,21,Sunday,True
20240122,2024-01-22,2024,1,January,Q1,22,Monday,False
20240123,2024-01-23,2024,1,January,Q1,23,Tuesday,False
20240124,2024-01-24,2024,1,January,Q1,24,Wednesday,False
20240125,2024-01-25,2024,1,January,Q1,25,Thursday,False
20240126,2024-01-26,2024,1,January,Q1,26,Friday,False
20240127,2024-01-27,2024,1,January,Q1,27,Saturday,True
20240128,2024-01-28,2024,1,January,Q1,28,Sunday,True
20240129,2024-01-29,2024,1,January,Q1,29,Monday,False
20240130,2024-01-30,2024,1,January,Q1,30,Tuesday,False
20240131,2024-01-31,2024,1,January,Q1,31,Wednesday,False
20240201,2024-02-01,2024,2,February,Q1,1,Thursday,False
20240202,2024-02-02,2024,2,February,Q1,2,Friday,False
20240203,2024-02-03,2024,2,February,Q1,3,Saturday,True
20240204,2024-02-04,2024,2,February,Q1,4,Sunday,True
20240205,2024-02-05,2024,2,February,Q1,5,Monday,False
20240206,2024-02-06,2024,2,February,Q1,6,Tuesday,False
20240207,2024-02-07,2024,2,February,Q1,7,Wednesday,False
20240208,2024-02-08,2024,2,February,Q1,8,Thursday,False
20240209,2024-02-09,2024,2,February,Q1,9,Friday,False
20240210,2024-02-10,2024,2,February,Q1,10,Saturday,True
20240211,2024-02-11,2024,2,February,Q1,11,Sunday,True
20240212,2024-02-12,2024,2,February,Q1,12,Monday,False
20240213,2024-02-13,2024,2,February,Q1,13,Tuesday,False
20240214,2024-02-14,2024,2,February,Q1,14,Wednesday,False
20240215,2024-02-15,2024,2,February,Q1,15,Thursday,False
20240216,2024-02-16,2024,2,February,Q1,16,Friday,False
20240217,2024-02-17,2024,2,February,Q1,17,Saturday,True
20240218,2024-02-18,2024,2,February,Q1,18,Sunday,True
20240219,2024-02-19,2024,2,February,Q1,19,Monday,False
20240220,2024-02-20,2024,2,February,Q1,20,Tuesday,False
20240221,2024-02-21,2024,2,February,Q1,21,Wednesday,False
20240222,2024-02-22,2024,2,February,Q1,22,Thursday,False
20240223,2024-02-23,2024,2,February,Q1,23,Friday,False
20240224,2024-02-24,2024,2,February,Q1,24,Saturday,True
20240225,2024-02-25,2024,2,February,Q1,25,Sunday,True
20240226,2024-02-26,2024,2,February,Q1,26,Monday,False
20240227,2024-02-27,2024,2,February,Q1,27,Tuesday,False
20240228,2024-02-28,2024,2,February,Q1,28,Wednesday,False
20240229,2024-02-29,2024,2,February,Q1,29,Thursday,False
20240301,2024-03-01,2024,3,March,Q1,1,Friday,False
20240302,2024-03-02,2024,3,March,Q1,2,Saturday,True
20240303,2024-03-03,2024,3,March,Q1,3,Sunday,True
20240304,2024-03-04,2024,3,March,Q1,4,Monday,False
20240305,2024-03-05,2024,3,March,Q1,5,Tuesday,False
20240306,2024-03-06,2024,3,March,Q1,6,Wednesday,False
20240307,2024-03-07,2024,3,March,Q1,7,Thursday,False
20240308,2024-03-08,2024,3,March,Q1,8,Friday,False
20240309,2024-03-09,2024,3,March,Q1,9,Saturday,True
20240310,2024-03-10,2024,3,March,Q1,10,Sunday,True
20240311,2024-03-11,2024,3,March,Q1,11,Monday,False
20240312,2024-03-12,2024,3,March,Q1,12,Tuesday,False
20240313,2024-03-13,2024,3,March,Q1,13,Wednesday,False
20240314,2024-03-14,2024,3,March,Q1,14,Thursday,False
20240315,2024-03-15,2024,3,March,Q1,15,Friday,False
20240316,2024-03-16,2024,3,March,Q1,16,Saturday,True
20240317,2024-03-17,2024,3,March,Q1,17,Sunday,True
20240318,2024-03-18,2024,3,March,Q1,18,Monday,False
20240319,2024-03-19,2024,3,March,Q1,19,Tuesday,False
20240320,2024-03-20,2024,3,March,Q1,20,Wednesday,False
20240321,2024-03-21,2024,3,March,Q1,21,Thursday,False
20240322,2024-03-22,2024,3,March,Q1,22,Friday,False
20240323,2024-03-23,2024,3,March,Q1,23,Saturday,True
20240324,2024-03-24,2024,3,March,Q1,24,Sunday,True
